,age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
6116,65+,male,majority,10-19y,university,upper class,0.6221249967775025,True,before 2015,True,True,7000.0,sedan,4,0,0,False
6117,26-39,male,majority,10-19y,high school,middle class,0.486139420446418,False,before 2015,True,True,7000.0,sedan,1,0,3,True
6118,40-64,male,minority,0-9y,university,upper class,0.6316504723118117,True,before 2015,True,True,10000.0,sedan,0,0,0,True
6119,16-25,male,majority,0-9y,high school,middle class,0.5236585383213972,True,after 2015,True,False,11000.0,sports car,0,0,0,False
6120,16-25,male,majority,0-9y,none,poverty,0.3119316929779445,True,before 2015,False,True,10000.0,sedan,0,0,0,True
6121,40-64,male,majority,20-29y,university,upper class,0.7083899009884265,True,after 2015,True,True,7000.0,sedan,10,1,1,False
6122,16-25,male,majority,0-9y,university,middle class,0.4876127080154093,True,before 2015,False,False,17000.0,sedan,0,0,0,True
6123,40-64,female,majority,20-29y,none,poverty,0.4010924768506552,True,before 2015,False,False,15000.0,sedan,0,0,1,False
6124,65+,male,majority,30y+,none,middle class,0.4093871699095789,True,before 2015,True,True,14000.0,sedan,6,0,3,False
6125,40-64,female,majority,20-29y,none,middle class,0.5236585383213972,False,after 2015,True,True,11000.0,sports car,2,1,1,False
6126,40-64,female,majority,20-29y,high school,middle class,0.4873775188543629,False,before 2015,True,True,9000.0,sedan,3,0,2,False
6127,40-64,female,majority,20-29y,high school,middle class,0.5566161573304335,True,before 2015,True,True,12000.0,sedan,1,0,4,False
6128,40-64,female,majority,20-29y,high school,upper class,0.6441043784151556,True,before 2015,True,True,15000.0,sedan,1,1,0,False
6129,26-39,male,majority,10-19y,high school,poverty,0.34833133094379165,False,before 2015,False,False,14000.0,sedan,0,0,2,True
6130,16-25,male,majority,0-9y,none,poverty,0.1871101619206013,False,before 2015,False,False,13000.0,sedan,0,0,0,True
6131,65+,female,majority,30y+,university,upper class,0.7186881369000703,True,before 2015,True,True,11697.003206900365,sedan,6,0,3,False
6132,40-64,female,majority,10-19y,university,middle class,0.3724057566439613,True,before 2015,False,True,12000.0,sedan,1,0,0,False
6133,16-25,male,majority,0-9y,high school,working class,0.47813982139298,True,before 2015,False,False,14000.0,sedan,0,0,0,True
6134,16-25,male,majority,0-9y,university,working class,0.4279793547975768,False,before 2015,False,False,14000.0,sedan,0,0,0,True
6135,26-39,male,majority,10-19y,university,upper class,0.5604666642181956,True,after 2015,True,False,12000.0,sedan,0,1,4,False
6136,16-25,female,majority,0-9y,high school,middle class,0.6272576469286919,False,before 2015,True,False,11000.0,sedan,0,0,0,True
6137,26-39,female,majority,10-19y,university,middle class,0.4487564566859073,True,before 2015,False,False,10000.0,sedan,1,0,1,False
6138,26-39,male,majority,0-9y,university,upper class,0.6104363791572813,True,before 2015,True,False,12000.0,sedan,0,0,0,True
6139,40-64,male,majority,10-19y,university,upper class,0.6711793098202495,True,before 2015,True,False,13000.0,sedan,1,1,0,False
6140,26-39,male,majority,10-19y,high school,middle class,0.4059780291605985,True,before 2015,False,True,13000.0,sedan,1,0,5,False
6141,16-25,female,majority,0-9y,none,poverty,0.4535993450076283,False,before 2015,True,False,11697.003206900365,sedan,0,0,0,False
6142,40-64,male,majority,0-9y,none,poverty,0.4449921214724386,False,before 2015,False,False,14000.0,sedan,0,0,0,True
6143,16-25,male,minority,0-9y,university,working class,0.318362716762062,True,after 2015,False,False,12000.0,sedan,0,0,0,False
6144,40-64,male,minority,10-19y,high school,middle class,0.5018947292470292,False,before 2015,True,True,11697.003206900365,sedan,2,0,1,True
6145,40-64,female,majority,0-9y,university,upper class,0.5996717553393089,True,before 2015,True,True,11697.003206900365,sedan,0,0,0,True
6146,26-39,male,majority,10-19y,university,poverty,0.3475484877058563,True,before 2015,False,True,13000.0,sedan,2,0,4,False
6147,40-64,male,majority,20-29y,high school,upper class,0.6698449508438887,True,before 2015,True,True,17000.0,sedan,2,0,2,True
6148,65+,male,minority,30y+,university,upper class,0.5266055787819602,True,before 2015,True,True,8000.0,sedan,15,0,3,False
6149,26-39,female,majority,10-19y,university,upper class,0.6450397790890472,True,after 2015,True,False,16000.0,sports car,0,0,0,False
6150,65+,male,majority,30y+,high school,upper class,0.5284332823896081,False,before 2015,False,True,18000.0,sedan,0,1,1,True
6151,16-25,female,majority,0-9y,high school,working class,0.4319292841168608,True,before 2015,False,True,9000.0,sedan,0,0,0,False
6152,40-64,male,minority,20-29y,high school,upper class,0.6372144148775452,True,before 2015,False,True,12000.0,sedan,0,0,4,False
6153,26-39,male,majority,10-19y,university,upper class,0.5782449712652297,True,before 2015,False,True,14000.0,sedan,1,0,2,False
6154,65+,male,majority,20-29y,high school,middle class,0.6880561124516055,True,before 2015,True,True,13000.0,sedan,3,0,0,False
6155,26-39,female,majority,10-19y,high school,working class,0.4319292841168608,True,before 2015,True,True,10000.0,sedan,0,0,3,False
6156,26-39,male,majority,10-19y,university,upper class,0.5629828267215552,True,before 2015,True,True,10000.0,sedan,2,0,1,False
6157,65+,female,majority,10-19y,high school,upper class,0.6742701602109986,True,before 2015,True,True,9000.0,sedan,0,0,0,False
6158,26-39,male,minority,10-19y,high school,working class,0.5604130114765153,True,before 2015,False,False,12000.0,sedan,1,0,0,False
6159,40-64,female,majority,20-29y,none,middle class,0.5890776391117998,True,after 2015,True,True,11697.003206900365,sedan,3,0,1,False
6160,65+,male,majority,30y+,high school,upper class,0.7731601636776191,True,before 2015,True,True,8000.0,sports car,10,2,4,False
6161,16-25,male,majority,0-9y,university,working class,0.3031678648046433,True,before 2015,False,False,13000.0,sedan,0,0,0,True
6162,40-64,female,majority,10-19y,university,upper class,0.6018766889416584,True,before 2015,False,True,11000.0,sedan,2,0,1,False
6163,65+,female,minority,30y+,university,upper class,0.8001186923709971,True,before 2015,True,True,12000.0,sedan,4,0,4,False
6164,26-39,male,majority,10-19y,high school,upper class,0.6960490569708759,True,after 2015,True,True,11697.003206900365,sedan,3,0,1,False
6165,40-64,female,majority,20-29y,university,upper class,0.4300614131323766,True,after 2015,False,False,15000.0,sports car,2,2,2,False
6166,65+,female,majority,20-29y,university,upper class,0.6070169038473983,True,before 2015,True,True,11000.0,sedan,0,0,0,False
6167,40-64,female,majority,20-29y,high school,upper class,0.5564760604506076,False,before 2015,False,True,13000.0,sedan,1,0,2,False
6168,40-64,male,minority,20-29y,high school,upper class,0.613826977680088,True,after 2015,True,True,11697.003206900365,sedan,2,1,2,False
6169,16-25,female,majority,0-9y,high school,working class,0.4113308210947536,True,before 2015,True,True,9000.0,sedan,0,0,0,True
6170,40-64,female,majority,10-19y,university,middle class,0.5090772453787626,True,before 2015,True,True,10000.0,sedan,0,0,1,False
6171,40-64,male,majority,10-19y,university,middle class,0.5460212676387369,True,after 2015,True,True,10000.0,sedan,1,0,0,True
6172,65+,female,minority,0-9y,university,upper class,0.7455090188134991,True,before 2015,True,True,10000.0,sedan,0,0,0,False
6173,65+,female,majority,30y+,university,upper class,0.613826977680088,False,after 2015,True,True,6000.0,sedan,10,0,4,False
6174,26-39,male,majority,10-19y,university,upper class,0.4203287516078414,False,before 2015,True,True,6000.0,sedan,2,0,3,False
6175,16-25,female,majority,0-9y,high school,upper class,0.6309877833728277,False,after 2015,False,False,12000.0,sedan,0,0,0,True
6176,26-39,female,majority,10-19y,university,upper class,0.5928095914482554,True,after 2015,True,True,7000.0,sedan,3,0,1,False
6177,40-64,male,majority,20-29y,university,upper class,0.5659763747070949,True,before 2015,True,True,10000.0,sedan,3,1,0,False
6178,65+,female,minority,0-9y,none,middle class,0.4495356021038702,True,before 2015,True,False,8000.0,sedan,0,0,0,False
6179,40-64,female,majority,20-29y,university,upper class,0.7582161504203389,True,after 2015,True,True,11000.0,sedan,2,0,1,False
6180,40-64,female,majority,0-9y,university,middle class,0.5761628452185223,True,before 2015,True,True,8000.0,sedan,0,0,0,False
6181,65+,female,majority,20-29y,high school,upper class,0.7172783650284594,True,after 2015,True,False,13000.0,sedan,2,0,0,False
6182,40-64,female,majority,10-19y,university,upper class,0.6965068063635781,True,before 2015,False,False,15000.0,sedan,1,0,0,False
6183,26-39,male,majority,0-9y,high school,upper class,0.6128967688651865,True,before 2015,True,True,9000.0,sedan,0,0,0,True
6184,65+,female,majority,20-29y,none,upper class,0.546778256639701,True,after 2015,True,True,6000.0,sedan,3,0,0,False
6185,40-64,female,majority,20-29y,high school,upper class,0.5049157235092349,True,before 2015,True,True,11697.003206900365,sedan,4,1,1,False
6186,26-39,female,majority,10-19y,high school,poverty,0.4484752808221274,True,before 2015,False,True,13000.0,sedan,2,0,0,True
6187,40-64,female,majority,0-9y,university,upper class,0.5935068544797836,True,after 2015,False,True,9000.0,sedan,0,0,0,True
6188,65+,male,majority,10-19y,university,upper class,0.4876462562380029,True,after 2015,True,True,6000.0,sedan,3,1,0,False
6189,26-39,male,majority,10-19y,university,middle class,0.5629288865931877,True,after 2015,False,False,13000.0,sedan,4,0,0,True
6190,26-39,female,majority,10-19y,high school,working class,0.6265712548186319,True,before 2015,False,True,13000.0,sedan,1,0,0,False
6191,40-64,female,majority,0-9y,high school,middle class,0.6076229002597461,True,before 2015,False,False,16000.0,sedan,0,0,0,False
6192,40-64,female,majority,20-29y,none,working class,0.4380454948936881,True,before 2015,True,True,11697.003206900365,sedan,3,1,2,False
6193,16-25,male,majority,0-9y,high school,poverty,0.2094641847612867,True,before 2015,False,False,11000.0,sedan,0,0,0,False
6194,16-25,female,majority,0-9y,high school,working class,0.5884194055987398,False,before 2015,False,False,7000.0,sedan,0,0,0,True
6195,40-64,female,majority,20-29y,high school,upper class,0.6990516504418061,True,before 2015,True,True,11000.0,sedan,3,0,2,False
6196,40-64,male,majority,20-29y,high school,upper class,0.6261086476557679,True,after 2015,False,False,13000.0,sedan,2,0,0,False
6197,16-25,male,majority,0-9y,high school,poverty,0.3708472704797005,False,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
6198,65+,female,majority,30y+,high school,upper class,0.5335402924435169,True,before 2015,True,True,12000.0,sedan,3,0,0,False
6199,26-39,male,majority,0-9y,high school,upper class,0.6166892891021254,True,before 2015,False,True,13000.0,sedan,0,0,0,False
6200,40-64,male,minority,20-29y,high school,working class,0.5145739221806612,True,before 2015,True,True,11697.003206900365,sedan,3,0,1,False
6201,26-39,female,majority,10-19y,university,middle class,0.3740275788282017,True,before 2015,True,True,12000.0,sedan,3,0,1,False
6202,26-39,male,majority,10-19y,none,working class,0.4220538658043846,False,before 2015,False,False,15000.0,sedan,0,1,1,True
6203,16-25,male,majority,0-9y,high school,poverty,0.3958447787842891,False,before 2015,False,False,19000.0,sedan,0,0,0,False
6204,40-64,male,majority,20-29y,none,poverty,0.1184454426595448,False,before 2015,False,True,17000.0,sedan,1,1,0,False
6205,40-64,female,majority,20-29y,high school,upper class,0.6613391398483415,True,after 2015,True,True,12000.0,sedan,1,0,0,False
6206,40-64,female,majority,10-19y,university,upper class,0.5883649716073385,True,before 2015,False,False,14000.0,sedan,1,0,1,False
6207,65+,male,majority,30y+,high school,upper class,0.7503572767842781,False,before 2015,False,True,12000.0,sedan,6,2,1,False
6208,26-39,female,majority,10-19y,university,upper class,0.7259926462960027,False,before 2015,False,False,16000.0,sedan,0,0,0,False
6209,26-39,female,majority,0-9y,university,upper class,0.6213619336621787,True,after 2015,False,True,13000.0,sedan,0,0,0,False
6210,26-39,female,majority,10-19y,high school,poverty,0.3383543699264796,False,before 2015,False,False,14000.0,sedan,0,0,1,True
6211,65+,female,majority,10-19y,university,upper class,0.5501440126091397,True,before 2015,True,True,7000.0,sedan,2,0,0,False
6212,40-64,male,majority,10-19y,university,upper class,0.6885787961397686,True,before 2015,False,True,15000.0,sedan,0,0,0,True
6213,26-39,male,majority,10-19y,none,middle class,0.5929634848648806,True,before 2015,False,False,11000.0,sedan,0,0,0,False
6214,40-64,female,majority,0-9y,none,middle class,0.5502550617548964,True,before 2015,True,True,12000.0,sedan,0,0,0,True
6215,26-39,male,majority,10-19y,high school,upper class,0.6770907006539743,True,before 2015,False,True,12000.0,sedan,0,0,0,False
6216,26-39,female,majority,10-19y,university,working class,0.5177321441915205,False,before 2015,False,False,11697.003206900365,sedan,1,0,2,False
6217,26-39,male,majority,10-19y,university,poverty,0.1696797792669734,True,after 2015,False,False,11000.0,sedan,3,0,3,False
6218,16-25,female,majority,0-9y,high school,poverty,0.4686229631074164,False,before 2015,True,False,14000.0,sedan,0,0,0,True
6219,16-25,female,majority,0-9y,none,poverty,0.3195071006422301,False,before 2015,False,False,17000.0,sedan,0,0,0,True
6220,26-39,female,majority,0-9y,none,working class,0.5833816792751652,True,before 2015,False,True,11000.0,sedan,0,0,0,False
6221,40-64,male,majority,0-9y,university,upper class,0.608213559921036,True,before 2015,True,True,9000.0,sedan,0,0,0,True
6222,26-39,male,majority,0-9y,high school,middle class,0.5722153142431586,True,before 2015,False,False,16000.0,sedan,0,0,0,True
6223,16-25,male,majority,0-9y,university,working class,0.5138717893886736,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
6224,40-64,female,majority,20-29y,high school,middle class,0.3319360250431987,True,before 2015,True,True,13000.0,sedan,0,0,1,False
6225,65+,male,majority,30y+,high school,upper class,0.6924913175032974,True,after 2015,False,True,13000.0,sedan,4,0,6,False
6226,65+,female,majority,20-29y,university,upper class,0.6170012583777524,True,before 2015,False,True,10000.0,sedan,2,0,0,False
6227,16-25,male,majority,0-9y,high school,poverty,0.4157487589912337,False,before 2015,False,False,18000.0,sedan,0,0,0,True
6228,65+,male,majority,20-29y,high school,upper class,0.6581143715737761,True,after 2015,True,True,11697.003206900365,sedan,1,0,4,False
6229,26-39,female,majority,10-19y,high school,upper class,0.64131129293442,True,before 2015,False,True,13000.0,sedan,2,0,0,False
6230,40-64,male,majority,20-29y,university,upper class,0.6065961554873911,True,after 2015,True,False,11000.0,sedan,4,2,3,False
6231,16-25,female,minority,0-9y,none,poverty,0.34833133094379165,False,before 2015,False,False,17000.0,sedan,0,0,0,True
6232,65+,female,majority,30y+,high school,upper class,0.4956615644496181,True,before 2015,True,True,11000.0,sedan,3,0,3,False
6233,40-64,male,majority,20-29y,university,upper class,0.5040570671442238,True,before 2015,True,True,7000.0,sedan,3,0,4,False
6234,16-25,female,majority,0-9y,none,poverty,0.2821505605840015,True,before 2015,False,False,15000.0,sedan,0,0,0,False
6235,40-64,male,majority,20-29y,university,upper class,0.4718619293037006,True,before 2015,True,False,11000.0,sedan,3,1,5,False
