total.cost,lot.sale.days,overage,mileage,vehicle.type,domestic.import,vehicle.age,vehicle.age.group,color.set,makex,state,make.model
5312,114,YES,70632,ECONOMY,Domestic,4,FOUR,SILVER,DODGE,TX,DODGE.NEON
5396,103,YES,62168,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,FORD,AZ,FORD.TAURUS
5004,97,YES,69972,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,PONTIAC,AZ,PONTIAC.GRAND PRIX
4539,127,YES,93410,FAMILY.SMALL,Import,7,SEVEN+,SILVER,GEO,AZ,GEO.PRIZM
6631,161,YES,107130,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,PONTIAC,FL,PONTIAC.GRAND AM
5013,187,YES,63776,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
3991,158,YES,97697,FAMILY.LARGE,Domestic,9,SEVEN+,WHITE,PONTIAC,AZ,PONTIAC.GRAND PRIX
5117,101,YES,99694,FAMILY.SMALL,Import,7,SEVEN+,RED,GEO,NV,GEO.PRIZM
5745,140,YES,12713,FAMILY.MEDIUM,Import,2,ONE-THREE,WHITE,DAEWOO,AZ,DAEWOO.LANOS
6766,124,YES,93620,LUXURY,Import,4,FOUR,GOLD,NISSAN,VA,NISSAN.ALTIMA
4211,130,YES,98625,FAMILY.SMALL,Import,9,SEVEN+,RED,NISSAN,AZ,NISSAN.SENTRA
3943,173,YES,93942,FAMILY.LARGE,Domestic,9,SEVEN+,RED,BUICK,FL,BUICK.LESABRE
5809,163,YES,89998,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,CHEVROLET,FL,CHEVROLET.LUMINA
4308,92,YES,60769,FAMILY.MEDIUM,Domestic,9,SEVEN+,BLUE,MERCURY,FL,MERCURY.GRAND MARQUIS
5861,141,YES,74943,ECONOMY,Import,5,FIVE,GREEN,NISSAN,GA,NISSAN.SENTRA
4564,95,YES,59625,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,OLDSMOBILE,VA,OLDSMOBILE.88
3876,93,YES,102955,FAMILY.LARGE,Domestic,9,SEVEN+,PURPLE,MERCURY,TX,MERCURY.GRAND MARQUIS
5223,111,YES,70975,ECONOMY,Import,3,ONE-THREE,WHITE,KIA,NV,KIA.SEPHIA
6836,281,YES,100829,FAMILY.MEDIUM,Domestic,8,SEVEN+,BLUE,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
6367,155,YES,73059,FAMILY.LARGE,Domestic,6,SIX,BLACK,MERCURY,CA,MERCURY.GRAND MARQUIS
5211,184,YES,65807,FAMILY.LARGE,Domestic,10,SEVEN+,BLUE,OLDSMOBILE,FL,OLDSMOBILE.98
4950,115,YES,111987,ECONOMY,Import,6,SIX,WHITE,TOYOTA,CA,TOYOTA.TERCEL
5508,142,YES,71132,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,BUICK,CA,BUICK.SKYLARK
4417,148,YES,89263,FAMILY.LARGE,Domestic,7,SEVEN+,GREEN,OLDSMOBILE,VA,OLDSMOBILE.88
4475,120,YES,56423,ECONOMY,Domestic,5,FIVE,RED,FORD,VA,FORD.ESCORT
5032,141,YES,97121,ECONOMY,Import,6,SIX,GOLD,GEO,GA,GEO.PRIZM
4967,108,YES,53404,ECONOMY,Import,4,FOUR,GREEN,HYUNDAI,TX,HYUNDAI.ACCENT
7930,128,YES,17723,FAMILY.LARGE,Import,2,ONE-THREE,GOLD,DAEWOO,CA,DAEWOO.LEGANZA
4762,206,YES,94491,FAMILY.SMALL,Import,6,SIX,GREEN,GEO,FL,GEO.PRIZM
5216,113,YES,74851,FAMILY.MEDIUM,Domestic,6,SIX,GOLD,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
6249,170,YES,87407,FAMILY.LARGE,Domestic,5,FIVE,PURPLE,DODGE,AZ,DODGE.INTREPID
5695,129,YES,17391,FAMILY.MEDIUM,Import,2,ONE-THREE,WHITE,DAEWOO,AZ,DAEWOO.LANOS
6618,205,YES,75845,FAMILY.LARGE,Domestic,7,SEVEN+,GREEN,BUICK,FL,BUICK.LESABRE
5711,146,YES,12664,FAMILY.MEDIUM,Import,2,ONE-THREE,WHITE,DAEWOO,AZ,DAEWOO.LANOS
4880,146,YES,73449,FAMILY.LARGE,Domestic,10,SEVEN+,GOLD,OLDSMOBILE,AZ,OLDSMOBILE.88
4440,97,YES,64855,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,OLDSMOBILE,CA,OLDSMOBILE.ACHIEVA
3574,141,YES,90702,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,BUICK,AZ,BUICK.SKYLARK
4760,129,YES,79313,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,MERCURY,AZ,MERCURY.SABLE
6218,100,YES,80749,LUXURY,Import,6,SIX,GOLD,NISSAN,CA,NISSAN.ALTIMA
3398,98,YES,77027,FAMILY.MEDIUM,Domestic,8,SEVEN+,WHITE,OLDSMOBILE,AZ,OLDSMOBILE.CIERA
5000,95,YES,96161,FAMILY.MEDIUM,Domestic,6,SIX,SILVER,CHEVROLET,FL,CHEVROLET.LUMINA
6529,99,YES,89401,LUXURY,Domestic,5,FIVE,GREEN,PONTIAC,GA,PONTIAC.BONNEVILLE
5331,112,YES,87025,ECONOMY,Import,6,SIX,GREEN,GEO,GA,GEO.PRIZM
7053,139,YES,98670,FAMILY.LARGE,Domestic,7,SEVEN+,GOLD,OLDSMOBILE,CA,OLDSMOBILE.88
4360,105,YES,74466,FAMILY.MEDIUM,Domestic,9,SEVEN+,PURPLE,BUICK,CA,BUICK.REGAL
4912,93,YES,64430,FAMILY.MEDIUM,Domestic,9,SEVEN+,GOLD,BUICK,FL,BUICK.LESABRE
4387,158,YES,92337,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,BUICK,TX,BUICK.REGAL
5956,155,YES,86223,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,OLDSMOBILE,VA,OLDSMOBILE.CUTLASS SUPREME
5050,99,YES,72038,ECONOMY,Domestic,5,FIVE,SILVER,FORD,TX,FORD.ESCORT
6122,273,YES,81408,ECONOMY,Domestic,7,SEVEN+,WHITE,FORD,CA,FORD.ESCORT
5289,158,YES,80120,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,PONTIAC,FL,PONTIAC.GRAND AM
5989,114,YES,80887,FAMILY.SMALL,Import,6,SIX,WHITE,NISSAN,CA,NISSAN.SENTRA
4445,204,YES,81939,ECONOMY,Domestic,7,SEVEN+,GREEN,FORD,FL,FORD.ESCORT
5193,111,YES,60063,FAMILY.LARGE,Domestic,9,SEVEN+,WHITE,PONTIAC,FL,PONTIAC.BONNEVILLE
5606,185,YES,79704,ECONOMY,Domestic,7,SEVEN+,RED,FORD,FL,FORD.ESCORT
4161,113,YES,82505,FAMILY.MEDIUM,Domestic,8,SEVEN+,GOLD,BUICK,FL,BUICK.LESABRE
4670,120,YES,77277,ECONOMY,Domestic,5,FIVE,RED,FORD,GA,FORD.ESCORT
5745,152,YES,11412,FAMILY.MEDIUM,Import,2,ONE-THREE,WHITE,DAEWOO,AZ,DAEWOO.LANOS
5621,122,YES,88833,FAMILY.MEDIUM,Import,6,SIX,PURPLE,MITSUBISHI,VA,MITSUBISHI.GALANT
5006,164,YES,97470,LUXURY,Import,6,SIX,BLUE,NISSAN,GA,NISSAN.SENTRA
6303,178,YES,83856,LUXURY,Import,7,SEVEN+,GOLD,NISSAN,TX,NISSAN.ALTIMA
7049,120,YES,58108,FAMILY.LARGE,Domestic,5,FIVE,PURPLE,FORD,CA,FORD.TAURUS
5642,98,YES,82446,FAMILY.MEDIUM,Import,6,SIX,PURPLE,NISSAN,AZ,NISSAN.SENTRA
4016,101,YES,88877,FAMILY.LARGE,Domestic,9,SEVEN+,GREEN,BUICK,VA,BUICK.LESABRE
4401,173,YES,100045,ECONOMY,Import,6,SIX,GREEN,TOYOTA,CA,TOYOTA.TERCEL
6530,127,YES,68929,FAMILY.SMALL,Import,6,SIX,GREEN,TOYOTA,CA,TOYOTA.COROLLA
4560,132,YES,75082,LUXURY,Import,5,FIVE,WHITE,MAZDA,FL,MAZDA.PROTEGE
4291,121,YES,88387,ECONOMY,Import,7,SEVEN+,PURPLE,MAZDA,TX,MAZDA.PROTEGE
4852,106,YES,66068,FAMILY.SMALL,Domestic,5,FIVE,GREEN,BUICK,TX,BUICK.SKYLARK
4954,128,YES,95507,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,PONTIAC,TX,PONTIAC.GRAND PRIX
4711,101,YES,89294,ECONOMY,Domestic,5,FIVE,PURPLE,DODGE,CA,DODGE.NEON
4942,104,YES,91112,LUXURY,Domestic,7,SEVEN+,SILVER,PONTIAC,CA,PONTIAC.BONNEVILLE
5368,154,YES,67055,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,CHEVROLET,FL,CHEVROLET.LUMINA
6609,131,YES,22477,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,TX,DAEWOO.LANOS
4355,196,YES,95729,FAMILY.MEDIUM,Domestic,5,FIVE,RED,CHEVROLET,TX,CHEVROLET.CORSICA
4380,208,YES,64430,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,OLDSMOBILE,TX,OLDSMOBILE.CIERA
5090,123,YES,92705,FAMILY.SMALL,Import,4,FOUR,WHITE,GEO,GA,GEO.PRIZM
4962,99,YES,94276,ECONOMY,Domestic,4,FOUR,GREEN,BUICK,NV,BUICK.SKYLARK
5272,100,YES,81384,FAMILY.SMALL,Import,4,FOUR,WHITE,GEO,CA,GEO.PRIZM
4502,149,YES,88441,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,OLDSMOBILE,GA,OLDSMOBILE.CIERA
4636,143,YES,82475,ECONOMY,Domestic,5,FIVE,BLUE,PONTIAC,GA,PONTIAC.SUNFIRE
4568,134,YES,93376,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,FL,BUICK.CENTURY
4145,128,YES,76727,ECONOMY,Import,4,FOUR,PURPLE,HYUNDAI,GA,HYUNDAI.ACCENT
5387,114,YES,95371,LUXURY,Import,8,SEVEN+,SILVER,TOYOTA,GA,TOYOTA.CAMRY
5424,113,YES,45288,ECONOMY,Domestic,5,FIVE,GREEN,FORD,TX,FORD.ESCORT
4893,113,YES,95408,LUXURY,Import,5,FIVE,WHITE,NISSAN,FL,NISSAN.SENTRA
6199,109,YES,71450,FAMILY.MEDIUM,Import,6,SIX,BLACK,MITSUBISHI,TX,MITSUBISHI.GALANT
5169,115,YES,94423,FAMILY.SMALL,Domestic,5,FIVE,RED,PONTIAC,FL,PONTIAC.GRAND AM
5458,188,YES,59636,LUXURY,Import,5,FIVE,GREEN,TOYOTA,TX,TOYOTA.COROLLA
6528,188,YES,88789,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLUE,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
5118,92,YES,88968,FAMILY.LARGE,Domestic,7,SEVEN+,RED,PONTIAC,CA,PONTIAC.GRAND PRIX
5839,132,YES,65891,LUXURY,Import,5,FIVE,BLACK,NISSAN,TX,NISSAN.SENTRA
5566,123,YES,74554,LUXURY,Domestic,5,FIVE,BLUE,BUICK,TX,BUICK.REGAL
4965,99,YES,72632,FAMILY.LARGE,Domestic,7,SEVEN+,SILVER,PONTIAC,FL,PONTIAC.BONNEVILLE
4298,118,YES,85814,ECONOMY,Import,6,SIX,GREEN,TOYOTA,CA,TOYOTA.TERCEL
4491,130,YES,103804,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,OLDSMOBILE,FL,OLDSMOBILE.CIERA
4639,106,YES,66076,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,OLDSMOBILE,GA,OLDSMOBILE.CIERA
4866,121,YES,87298,FAMILY.MEDIUM,Domestic,8,SEVEN+,GOLD,BUICK,AZ,BUICK.REGAL
5532,98,YES,75363,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,OLDSMOBILE,GA,OLDSMOBILE.ACHIEVA
4528,141,YES,72217,FAMILY.MEDIUM,Domestic,8,SEVEN+,WHITE,DODGE,VA,DODGE.DYNASTY
6450,188,YES,60864,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,FORD,FL,FORD.TAURUS
5615,139,YES,66311,ECONOMY,Domestic,3,ONE-THREE,GREEN,CHEVROLET,TX,CHEVROLET.METRO
5001,94,YES,84561,FAMILY.MEDIUM,Domestic,5,FIVE,SILVER,CHEVROLET,FL,CHEVROLET.LUMINA
5395,108,YES,87087,FAMILY.SMALL,Import,4,FOUR,SILVER,NISSAN,CA,NISSAN.SENTRA
5031,105,YES,94147,FAMILY.MEDIUM,Domestic,3,ONE-THREE,WHITE,BUICK,TX,BUICK.SKYLARK
5923,120,YES,97409,FAMILY.SMALL,Import,4,FOUR,WHITE,NISSAN,CA,NISSAN.SENTRA
6486,106,YES,60329,FAMILY.LARGE,Domestic,4,FOUR,WHITE,BUICK,CA,BUICK.SKYLARK
4322,125,YES,59088,ECONOMY,Import,4,FOUR,WHITE,GEO,GA,GEO.METRO
5121,107,YES,76566,FAMILY.SMALL,Import,4,FOUR,WHITE,GEO,FL,GEO.PRIZM
6845,105,YES,21735,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,TX,DAEWOO.LANOS
6572,171,YES,67218,FAMILY.MEDIUM,Domestic,3,ONE-THREE,WHITE,OLDSMOBILE,NV,OLDSMOBILE.ACHIEVA
5722,100,YES,71942,FAMILY.SMALL,Import,5,FIVE,RED,NISSAN,CA,NISSAN.SENTRA
4896,209,YES,71274,ECONOMY,Domestic,5,FIVE,BLUE,CHEVROLET,FL,CHEVROLET.CAVALIER
3809,212,YES,86684,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,BUICK,VA,BUICK.CENTURY
5222,108,YES,80810,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,FORD,CA,FORD.CONTOUR
6369,107,YES,64566,LUXURY,Domestic,5,FIVE,GREEN,PONTIAC,AZ,PONTIAC.BONNEVILLE
4996,134,YES,64656,FAMILY.LARGE,Domestic,5,FIVE,PURPLE,BUICK,GA,BUICK.CENTURY
5165,154,YES,55992,ECONOMY,Domestic,4,FOUR,RED,PLYMOUTH,TX,PLYMOUTH.NEON
6509,183,YES,76445,FAMILY.LARGE,Domestic,7,SEVEN+,WHITE,PONTIAC,CA,PONTIAC.GRAND PRIX
4912,98,YES,92332,FAMILY.LARGE,Domestic,7,SEVEN+,SILVER,BUICK,GA,BUICK.LESABRE
6424,105,YES,48128,FAMILY.MEDIUM,Domestic,3,ONE-THREE,BLUE,BUICK,CA,BUICK.SKYLARK
5192,213,YES,95606,LUXURY,Import,5,FIVE,GREEN,NISSAN,FL,NISSAN.SENTRA
5870,122,YES,90265,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,FORD,FL,FORD.TAURUS
4965,122,YES,76524,FAMILY.SMALL,Domestic,5,FIVE,BLACK,CHEVROLET,FL,CHEVROLET.CAVALIER
4216,95,YES,91923,FAMILY.SMALL,Import,6,SIX,WHITE,MAZDA,FL,MAZDA.626
5241,140,YES,92228,FAMILY.LARGE,Domestic,5,FIVE,WHITE,BUICK,GA,BUICK.LESABRE
7302,187,YES,90411,FAMILY.LARGE,Domestic,8,SEVEN+,SILVER,CHRYSLER,TX,CHRYSLER.CONCORDE
3999,93,YES,32071,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,OLDSMOBILE,FL,OLDSMOBILE.CIERA
6191,110,YES,84053,FAMILY.SMALL,Import,5,FIVE,GREEN,NISSAN,CA,NISSAN.SENTRA
6022,128,YES,94721,FAMILY.SMALL,Import,5,FIVE,BLUE,NISSAN,CA,NISSAN.SENTRA
6472,143,YES,22067,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,TX,DAEWOO.LANOS
3590,246,YES,87364,ECONOMY,Domestic,7,SEVEN+,GOLD,DODGE,NM,DODGE.SPIRIT
7627,143,YES,94597,FAMILY.MEDIUM,Domestic,6,SIX,SILVER,CHRYSLER,CA,CHRYSLER.CIRRUS
6040,172,YES,53650,FAMILY.MEDIUM,Import,4,FOUR,WHITE,MAZDA,AZ,MAZDA.PROTEGE
5300,114,YES,75981,FAMILY.SMALL,Domestic,4,FOUR,GREEN,MERCURY,CA,MERCURY.TRACER
5590,130,YES,76138,FAMILY.LARGE,Domestic,5,FIVE,GOLD,OLDSMOBILE,AZ,OLDSMOBILE.CUTLASS SUPREME
6132,133,YES,37724,FAMILY.MEDIUM,Import,3,ONE-THREE,WHITE,HYUNDAI,AZ,HYUNDAI.ACCENT
4199,155,YES,95732,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,BUICK,FL,BUICK.CENTURY
5139,94,YES,75456,FAMILY.LARGE,Domestic,5,FIVE,SILVER,CHEVROLET,TX,CHEVROLET.LUMINA
6119,133,YES,72370,FAMILY.SMALL,Domestic,3,ONE-THREE,GOLD,CHEVROLET,CA,CHEVROLET.PRIZM
4744,113,YES,91827,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,OLDSMOBILE,GA,OLDSMOBILE.ACHIEVA
6313,138,YES,17485,FAMILY.MEDIUM,Import,1,ONE-THREE,BLUE,DAEWOO,GA,DAEWOO.LANOS
4912,129,YES,78173,FAMILY.MEDIUM,Domestic,5,FIVE,GOLD,OLDSMOBILE,GA,OLDSMOBILE.ACHIEVA
5320,91,YES,108039,FAMILY.MEDIUM,Import,7,SEVEN+,BLUE,NISSAN,AZ,NISSAN.MAXIMA
5261,98,YES,67640,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,CHEVROLET,VA,CHEVROLET.LUMINA
3497,224,YES,89874,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,OLDSMOBILE,VA,OLDSMOBILE.CIERA
4987,211,YES,56099,FAMILY.MEDIUM,Domestic,6,SIX,BLACK,CHEVROLET,TX,CHEVROLET.CORSICA
4843,116,YES,91012,FAMILY.LARGE,Domestic,7,SEVEN+,GREEN,OLDSMOBILE,CA,OLDSMOBILE.88
6478,145,YES,20864,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,TX,DAEWOO.LANOS
6106,145,YES,67309,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,FORD,AZ,FORD.CONTOUR
3993,259,YES,107509,LUXURY,Import,8,SEVEN+,WHITE,NISSAN,FL,NISSAN.SENTRA
5032,182,YES,85331,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,OLDSMOBILE,TX,OLDSMOBILE.CIERA
5010,97,YES,65380,LUXURY,Import,5,FIVE,BLACK,TOYOTA,FL,TOYOTA.TERCEL
4355,127,YES,78974,ECONOMY,Domestic,5,FIVE,RED,MERCURY,GA,MERCURY.TRACER
4374,211,YES,73673,FAMILY.MEDIUM,Domestic,9,SEVEN+,GOLD,BUICK,CA,BUICK.REGAL
5194,111,YES,85300,FAMILY.MEDIUM,Domestic,9,SEVEN+,SILVER,OLDSMOBILE,FL,OLDSMOBILE.98
4169,299,YES,74220,ECONOMY,Domestic,6,SIX,PURPLE,MERCURY,NM,MERCURY.TRACER
6826,137,YES,12822,FAMILY.MEDIUM,Import,1,ONE-THREE,RED,DAEWOO,GA,DAEWOO.LANOS
6679,91,YES,90351,LUXURY,Import,4,FOUR,WHITE,NISSAN,CA,NISSAN.ALTIMA
4914,145,YES,74335,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,PONTIAC,FL,PONTIAC.GRAND PRIX
4709,240,YES,83715,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,OLDSMOBILE,CA,OLDSMOBILE.ACHIEVA
4811,109,YES,102253,FAMILY.LARGE,Domestic,6,SIX,GOLD,BUICK,FL,BUICK.LESABRE
6121,117,YES,74684,ECONOMY,Domestic,4,FOUR,BLUE,CHEVROLET,FL,CHEVROLET.CAVALIER
5891,125,YES,75492,FAMILY.SMALL,Import,3,ONE-THREE,BLACK,NISSAN,CA,NISSAN.SENTRA
5410,112,YES,86016,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,PONTIAC,AZ,PONTIAC.GRAND AM
6295,116,YES,100399,LUXURY,Import,5,FIVE,GREEN,TOYOTA,FL,TOYOTA.COROLLA
4136,95,YES,97475,FAMILY.MEDIUM,Domestic,8,SEVEN+,SILVER,BUICK,FL,BUICK.LESABRE
3723,104,YES,49685,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,CHEVROLET,AZ,CHEVROLET.CORSICA
5370,149,YES,95673,FAMILY.MEDIUM,Domestic,5,FIVE,GOLD,OLDSMOBILE,NV,OLDSMOBILE.CIERA
7116,137,YES,76400,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,PONTIAC,FL,PONTIAC.GRAND PRIX
7138,160,YES,74053,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,FORD,AZ,FORD.TAURUS
5542,151,YES,86797,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,BUICK,GA,BUICK.REGAL
6375,150,YES,66936,FAMILY.MEDIUM,Import,5,FIVE,WHITE,TOYOTA,VA,TOYOTA.COROLLA
6630,122,YES,84636,FAMILY.SMALL,Domestic,3,ONE-THREE,BLACK,FORD,TX,FORD.CONTOUR
6415,169,YES,92501,FAMILY.MEDIUM,Domestic,4,FOUR,BLUE,OLDSMOBILE,AZ,OLDSMOBILE.CUTLASS SUPREME
6451,134,YES,53124,ECONOMY,Import,4,FOUR,RED,TOYOTA,AZ,TOYOTA.TERCEL
5337,247,YES,67463,ECONOMY,Domestic,6,SIX,WHITE,DODGE,TX,DODGE.NEON
6159,109,YES,80541,FAMILY.LARGE,Domestic,5,FIVE,GREEN,OLDSMOBILE,GA,OLDSMOBILE.88
5643,156,YES,72843,FAMILY.SMALL,Domestic,4,FOUR,GREEN,PONTIAC,TX,PONTIAC.GRAND AM
4784,154,YES,84256,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,PONTIAC,CA,PONTIAC.GRAND AM
3341,107,YES,82176,FAMILY.SMALL,Import,7,SEVEN+,GOLD,GEO,CA,GEO.PRIZM
4342,124,YES,79585,FAMILY.LARGE,Domestic,8,SEVEN+,GREEN,BUICK,VA,BUICK.LESABRE
5222,203,YES,89361,FAMILY.SMALL,Domestic,5,FIVE,BLUE,OLDSMOBILE,TX,OLDSMOBILE.ACHIEVA
5617,107,YES,78700,FAMILY.SMALL,Domestic,4,FOUR,BLACK,FORD,FL,FORD.ESCORT
5318,225,YES,66799,FAMILY.SMALL,Import,3,ONE-THREE,BLUE,OTHER,GA,SUZUKI.ESTEEM
4927,102,YES,92029,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,BUICK,AZ,BUICK.LESABRE
5935,171,YES,106254,FAMILY.LARGE,Domestic,3,ONE-THREE,WHITE,CHEVROLET,TX,CHEVROLET.LUMINA
5169,155,YES,18198,LUXURY,Import,4,FOUR,WHITE,KIA,FL,KIA.SEPHIA
4702,102,YES,69261,FAMILY.SMALL,Domestic,3,ONE-THREE,GREEN,CHEVROLET,AZ,CHEVROLET.METRO
4202,122,YES,82281,ECONOMY,Domestic,4,FOUR,GREEN,FORD,TX,FORD.ESCORT
5511,117,YES,86223,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,BUICK,GA,BUICK.REGAL
4722,120,YES,63655,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,FORD,AZ,FORD.CONTOUR
6245,140,YES,68660,ECONOMY,Domestic,3,ONE-THREE,BLACK,CHEVROLET,FL,CHEVROLET.CAVALIER
4713,145,YES,93267,FAMILY.LARGE,Domestic,7,SEVEN+,SILVER,BUICK,CA,BUICK.LESABRE
6289,165,YES,71708,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,BUICK,VA,BUICK.REGAL
6244,298,YES,81831,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,CHEVROLET,FL,CHEVROLET.LUMINA
5262,106,YES,53368,ECONOMY,Domestic,3,ONE-THREE,GOLD,FORD,TX,FORD.ESCORT
4470,190,YES,76084,FAMILY.MEDIUM,Domestic,8,SEVEN+,GREEN,OLDSMOBILE,VA,OLDSMOBILE.CIERA
4317,94,YES,82898,FAMILY.LARGE,Domestic,6,SIX,BLUE,CHEVROLET,TX,CHEVROLET.LUMINA
5048,110,YES,97430,FAMILY.MEDIUM,Domestic,8,SEVEN+,WHITE,BUICK,FL,BUICK.REGAL
4263,93,YES,67463,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLUE,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
4683,120,YES,67498,FAMILY.SMALL,Domestic,7,SEVEN+,WHITE,FORD,TX,FORD.CONTOUR
5016,226,YES,96354,FAMILY.MEDIUM,Domestic,8,SEVEN+,GREEN,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
4154,281,YES,82133,ECONOMY,Domestic,9,SEVEN+,WHITE,CHEVROLET,FL,CHEVROLET.CORSICA
4963,146,YES,77234,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,OLDSMOBILE,FL,OLDSMOBILE.CIERA
6527,94,YES,59602,LUXURY,Import,6,SIX,PURPLE,NISSAN,CA,NISSAN.SENTRA
4569,111,YES,75461,FAMILY.SMALL,Import,4,FOUR,SILVER,HYUNDAI,CA,HYUNDAI.ACCENT
6517,170,YES,94633,ECONOMY,Domestic,6,SIX,BLUE,FORD,CA,FORD.CROWN VICTORIA
4569,174,YES,66117,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLUE,OLDSMOBILE,VA,OLDSMOBILE.CUTLASS SUPREME
5026,96,YES,82457,FAMILY.SMALL,Import,4,FOUR,GREEN,MAZDA,CA,MAZDA.PROTEGE
6270,177,YES,85556,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,CHEVROLET,TX,CHEVROLET.LUMINA
5056,117,YES,84276,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,FORD,VA,FORD.TAURUS
5685,101,YES,9096,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,TX,DAEWOO.LANOS
5716,113,YES,55532,FAMILY.SMALL,Import,4,FOUR,PURPLE,KIA,AZ,KIA.SEPHIA
6259,102,YES,79548,FAMILY.MEDIUM,Import,7,SEVEN+,PURPLE,NISSAN,CA,NISSAN.ALTIMA
4978,102,YES,75427,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,BUICK,GA,BUICK.REGAL
3873,102,YES,69752,FAMILY.MEDIUM,Domestic,8,SEVEN+,WHITE,PONTIAC,FL,PONTIAC.GRAND PRIX
5348,96,YES,67549,FAMILY.LARGE,Domestic,8,SEVEN+,GREEN,BUICK,CA,BUICK.LESABRE
4874,143,YES,75317,FAMILY.SMALL,Domestic,6,SIX,GREEN,MERCURY,FL,MERCURY.MYSTIQUE
4000,119,YES,76989,LUXURY,Import,6,SIX,GREEN,TOYOTA,TX,TOYOTA.TERCEL
4840,99,YES,93112,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,OLDSMOBILE,TX,OLDSMOBILE.CIERA
4326,113,YES,89020,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,BUICK,GA,BUICK.CENTURY
5078,112,YES,97279,FAMILY.LARGE,Domestic,5,FIVE,PURPLE,CHEVROLET,GA,CHEVROLET.LUMINA
4614,106,YES,75952,FAMILY.SMALL,Domestic,6,SIX,GREEN,PONTIAC,FL,PONTIAC.SUNFIRE
6463,101,YES,102420,FAMILY.LARGE,Domestic,6,SIX,BLACK,PONTIAC,CA,PONTIAC.BONNEVILLE
